Timestamp [ms], X [mm], Y [mm], Z [mm], Heading [degrees], Pitch [degrees], Roll [degrees], Filename
2376.373291, 11.012002, 0.624771, 1487.484259, 0.387636, -0.150021, -0.095606, image00000.jpg
2428.224087, 10.627074, -0.285662, 1488.390705, 0.337764, -0.106434, -0.044045, image00001.jpg
2454.035044, 10.620810, -0.404678, 1488.451198, 0.328362, -0.082409, -0.031954, image00002.jpg
2482.436895, 10.385681, -0.994312, 1488.964809, 0.321965, -0.069599, -0.025475, image00003.jpg
2500.390053, 10.378748, -1.021504, 1489.037074, 0.350503, -0.093485, -0.039467, image00004.jpg
2517.580748, 10.154826, -1.448790, 1489.373049, 0.366743, -0.062230, -0.006224, image00005.jpg
2590.545893, 9.774299, -2.256729, 1489.961579, 0.320733, -0.031952, 0.063415, image00006.jpg
2594.531298, 9.769143, -2.264517, 1489.964774, 0.324004, -0.031171, 0.062417, image00007.jpg
2619.944811, 9.683653, -2.673355, 1490.240948, 0.424901, -0.159602, -0.023348, image00008.jpg
2642.115831, 9.683610, -2.743461, 1490.254469, 0.400028, -0.159396, -0.026568, image00009.jpg
2678.916454, 9.442661, -3.365171, 1490.538860, 0.345066, -0.086981, -0.050097, image00010.jpg
2699.034452, 9.332221, -3.918685, 1490.839051, 0.415523, -0.100654, -0.085877, image00011.jpg
2731.110096, 9.279701, -4.055909, 1490.961356, 0.367748, -0.067186, -0.089752, image00012.jpg
2755.645514, 9.258137, -4.098986, 1490.999511, 0.358788, -0.058171, -0.089755, image00013.jpg
2792.282104, 9.179933, -4.721113, 1491.195255, 0.357397, -0.099374, -0.062393, image00014.jpg
2820.158243, 9.142052, -5.210749, 1491.416358, 0.299974, -0.067378, -0.006897, image00015.jpg
2861.293077, 9.121093, -5.597628, 1491.550705, 0.318950, -0.026200, -0.028038, image00016.jpg
2907.856941, 9.038108, -5.978354, 1491.637608, 0.354978, -0.050501, -0.113811, image00017.jpg
2943.154573, 8.905812, -6.330624, 1491.844249, 0.423730, 0.028359, -0.130981, image00018.jpg
2958.108425, 8.913456, -6.378508, 1491.858206, 0.439433, 0.040386, -0.132818, image00019.jpg
2991.149426, 9.129188, -6.834775, 1492.109410, 0.363985, 0.066247, -0.069927, image00020.jpg
3035.190105, 9.092575, -6.885650, 1492.221791, 0.318443, 0.054671, -0.054793, image00021.jpg
3055.007219, 9.037139, -7.110715, 1492.439827, 0.340561, 0.044275, -0.039498, image00022.jpg
3085.992575, 8.977892, -7.350772, 1492.703985, 0.362344, 0.020861, -0.039144, image00023.jpg
3121.347427, 8.910290, -7.624681, 1493.005395, 0.387199, -0.005854, -0.038741, image00024.jpg
3163.543940, 8.829606, -7.951596, 1493.365133, 0.416863, -0.037740, -0.038260, image00025.jpg
3187.104464, 8.784556, -8.134129, 1493.565993, 0.433426, -0.055544, -0.037991, image00026.jpg
3228.330374, 8.705728, -8.453525, 1493.917455, 0.462408, -0.086696, -0.037521, image00027.jpg
3291.861057, 8.754316, -8.584535, 1494.142612, 0.393131, -0.150209, -0.096593, image00028.jpg
3296.482801, 8.752876, -8.585727, 1494.149712, 0.390225, -0.149587, -0.095993, image00029.jpg
3329.904079, 8.526946, -8.711256, 1494.472098, 0.359082, -0.068680, -0.041896, image00030.jpg
3385.494232, 8.654691, -8.639992, 1495.679458, 0.437748, 0.017816, -0.086696, image00031.jpg
3403.588533, 8.653181, -8.658488, 1495.736522, 0.441763, 0.033866, -0.085646, image00032.jpg
3444.863081, 8.614244, -8.450232, 1496.533232, 0.403709, 0.087018, -0.148005, image00033.jpg
3465.054750, 8.601512, -8.398216, 1496.593610, 0.438961, 0.049571, -0.158245, image00034.jpg
3506.242514, 8.415964, -8.356310, 1497.305699, 0.583294, -0.028545, -0.155646, image00035.jpg
3529.516220, 8.324943, -8.259815, 1497.859243, 0.436635, 0.072434, -0.116868, image00036.jpg
3558.021069, 8.329048, -8.194572, 1498.012879, 0.409480, 0.050096, -0.124274, image00037.jpg
3613.258123, 7.968181, -7.433206, 1499.594572, 0.364501, 0.030135, -0.045655, image00038.jpg
3630.783796, 7.895683, -7.277700, 1499.743568, 0.325840, 0.054279, -0.065341, image00039.jpg
3661.318541, 7.791847, -7.152935, 1499.858477, 0.315243, 0.039140, -0.102452, image00040.jpg
3691.230774, 7.809549, -6.691544, 1500.439291, 0.440082, 0.074271, -0.107709, image00041.jpg
3755.324602, 7.533913, -6.248478, 1500.953859, 0.418256, 0.019665, -0.056649, image00042.jpg
3759.099483, 7.535076, -6.231757, 1500.964585, 0.418505, 0.022665, -0.062342, image00043.jpg
3824.680328, 7.104461, -4.628232, 1501.777477, 0.343328, -0.037313, 0.059875, image00044.jpg
3845.041752, 7.084403, -4.397108, 1501.828453, 0.334516, -0.025971, 0.060478, image00045.jpg
3861.080170, 7.082723, -4.308858, 1501.839438, 0.325255, -0.021272, 0.066885, image00046.jpg
3921.915531, 6.536046, -2.832808, 1501.857487, 0.314038, -0.038471, 0.041377, image00047.jpg
3926.306725, 6.538058, -2.816462, 1501.855047, 0.317214, -0.039066, 0.043426, image00048.jpg
3958.210230, 6.552672, -2.697703, 1501.837321, 0.340290, -0.043389, 0.058308, image00049.jpg
3992.269278, 5.912489, -1.200149, 1501.388176, 0.345389, -0.020789, 0.094099, image00050.jpg
4030.979395, 5.607637, -0.354869, 1501.062456, 0.342438, -0.036876, 0.113420, image00051.jpg
4080.585718, 5.216975, 0.728343, 1500.645052, 0.338656, -0.057491, 0.138180, image00052.jpg
4115.028381, 4.932670, 1.608054, 1500.274457, 0.328279, -0.076812, 0.149759, image00053.jpg
4154.381752, 4.822001, 2.231276, 1499.916463, 0.342195, -0.093285, 0.141224, image00054.jpg
4171.146393, 4.478727, 3.048004, 1499.369253, 0.353999, -0.074287, 0.206660, image00055.jpg
4198.936462, 4.330945, 3.183853, 1499.269739, 0.354569, -0.034856, 0.238722, image00056.jpg
4229.851484, 4.291842, 4.364738, 1498.632209, 0.270774, -0.090511, 0.105160, image00057.jpg
4291.840076, 3.791796, 5.993239, 1497.791733, 0.402581, -0.187449, 0.067225, image00058.jpg
4315.974236, 3.584803, 7.776465, 1497.083191, 0.366971, -0.032043, 0.047873, image00059.jpg
4361.697674, 3.503424, 8.450203, 1496.942566, 0.408987, -0.064774, 0.045992, image00060.jpg
4400.204420, 3.341715, 9.140802, 1496.551153, 0.410334, -0.119483, 0.088435, image00061.jpg
4436.165810, 3.217184, 10.649618, 1496.117920, 0.181904, -0.074244, 0.187937, image00062.jpg
4477.107286, 2.899789, 12.370042, 1495.749969, 0.302169, -0.103762, 0.152843, image00063.jpg
4556.158543, 2.663586, 14.926999, 1495.270774, 0.266311, -0.059127, 0.195034, image00064.jpg
4578.519821, 2.644268, 15.100142, 1495.233580, 0.270848, -0.067969, 0.183515, image00065.jpg
4592.694283, 2.687619, 16.069549, 1495.015819, 0.279147, -0.181028, 0.168853, image00066.jpg
4608.435869, 2.714914, 16.760996, 1494.838015, 0.192501, -0.137428, 0.229283, image00067.jpg
4672.531605, 2.411200, 18.017227, 1494.578574, 0.256169, -0.138140, 0.169698, image00068.jpg
4697.998285, 2.219736, 19.227052, 1494.255271, 0.214362, -0.142811, 0.225075, image00069.jpg
4727.515221, 2.230759, 19.424452, 1494.168466, 0.194344, -0.166401, 0.221398, image00070.jpg
4747.175694, 2.130528, 20.267165, 1493.896080, 0.170741, -0.166134, 0.207723, image00071.jpg
4783.384800, 1.946534, 21.504717, 1493.435331, 0.206246, -0.122909, 0.214814, image00072.jpg
4814.473391, 1.788560, 22.567260, 1493.039740, 0.236731, -0.085796, 0.220902, image00073.jpg
4834.330320, 1.687658, 23.245929, 1492.787067, 0.256201, -0.062092, 0.224791, image00074.jpg
4865.618229, 1.528671, 24.315285, 1492.388939, 0.286881, -0.024742, 0.230918, image00075.jpg
4927.572727, 1.528011, 26.082443, 1491.590710, 0.257677, -0.010694, 0.225888, image00076.jpg
4955.830574, 1.455116, 26.784491, 1491.255166, 0.232711, 0.008279, 0.252563, image00077.jpg
4966.879129, 1.426615, 27.058985, 1491.123971, 0.222950, 0.015698, 0.262993, image00078.jpg
5004.756927, 1.328904, 28.000034, 1490.674196, 0.189485, 0.041131, 0.298751, image00079.jpg
5067.318916, 1.270122, 29.287580, 1490.065293, 0.148739, 0.056094, 0.319221, image00080.jpg
5090.024233, 1.355845, 29.476522, 1489.984100, 0.149111, 0.033307, 0.286387, image00081.jpg
5109.664440, 1.283309, 29.829383, 1489.692730, 0.181719, -0.069821, 0.300758, image00082.jpg
5134.446383, 1.239408, 29.978214, 1489.596902, 0.147083, -0.081792, 0.314045, image00083.jpg
5184.729576, 0.789213, 31.269228, 1489.240026, 0.191532, -0.053016, 0.210515, image00084.jpg
5249.277592, 0.880521, 32.554182, 1489.218039, 0.061268, -0.029640, 0.255763, image00085.jpg
5279.028893, 0.739336, 33.478535, 1489.370344, 0.247113, 0.009939, 0.193760, image00086.jpg
5301.829100, 0.726325, 33.580963, 1489.407786, 0.277541, 0.003572, 0.185909, image00087.jpg
5308.495998, 0.722520, 33.610913, 1489.418734, 0.286439, 0.001711, 0.183614, image00088.jpg
5400.454283, 0.394444, 35.034169, 1490.200644, 0.154821, -0.038251, 0.254007, image00089.jpg
5433.247566, 0.329453, 35.264444, 1490.569801, 0.131505, -0.081354, 0.244516, image00090.jpg
5456.169367, 0.273902, 35.306134, 1490.630650, 0.141267, -0.104733, 0.226714, image00091.jpg
5477.012873, 0.043445, 35.801720, 1491.167792, 0.243668, 0.003312, 0.245714, image00092.jpg
5493.682146, 0.018018, 35.889325, 1491.194198, 0.252958, 0.001398, 0.229706, image00093.jpg
5547.146559, -0.006667, 36.183061, 1491.798012, 0.189293, 0.066160, 0.209500, image00094.jpg
5558.626175, -0.013547, 36.188446, 1491.819627, 0.184226, 0.072124, 0.210988, image00095.jpg
5597.165108, -0.142781, 36.482980, 1492.093414, 0.141925, -0.086799, 0.265643, image00096.jpg
5615.568399, -0.238129, 36.518691, 1492.299105, 0.164981, -0.054698, 0.273852, image00097.jpg
5646.289825, -0.428892, 36.744142, 1492.203038, 0.155078, -0.100040, 0.203425, image00098.jpg
5678.976774, -0.448503, 36.826402, 1492.241765, 0.188139, -0.144485, 0.197992, image00099.jpg
5715.921640, -0.621444, 36.848979, 1491.569846, 0.348176, -0.119642, 0.238951, image00100.jpg
5738.753557, -0.591045, 36.851733, 1491.162402, 0.330074, -0.129790, 0.215224, image00101.jpg
5787.922859, -0.581563, 37.022577, 1483.855339, 0.407885, -0.113008, 0.363170, image00102.jpg
5799.065828, -0.583859, 37.055314, 1483.344598, 0.397158, -0.104547, 0.362987, image00103.jpg
5847.556114, -0.584600, 37.439675, 1470.434904, 0.425039, -0.214556, 0.266669, image00104.jpg
5882.111788, -0.292365, 37.682111, 1458.215719, 0.462406, -0.291400, 0.264412, image00105.jpg
5905.705690, -0.235492, 37.904974, 1448.366244, 0.456926, -0.246716, 0.279742, image00106.jpg
5938.377142, -0.246231, 37.932219, 1445.162546, 0.463782, -0.199458, 0.324517, image00107.jpg
5976.031780, 0.089698, 38.344727, 1428.946017, 0.439815, -0.202728, 0.288372, image00108.jpg
6001.805305, 0.425474, 38.843777, 1412.489731, 0.482820, -0.297682, 0.247559, image00109.jpg
6036.628962, 0.913822, 39.462642, 1393.043708, 0.470256, -0.253651, 0.298095, image00110.jpg
6078.064203, 1.452154, 40.360280, 1366.788148, 0.459686, -0.259944, 0.229476, image00111.jpg
6107.318163, 1.524766, 40.452963, 1363.670719, 0.466084, -0.260120, 0.235586, image00112.jpg
6135.051489, 2.502386, 41.735561, 1331.852586, 0.469277, -0.167947, 0.274827, image00113.jpg
6169.197083, 3.472566, 42.862450, 1302.897048, 0.487000, -0.096046, 0.286453, image00114.jpg
6201.905966, 3.631846, 43.157019, 1297.260541, 0.502163, -0.116190, 0.271185, image00115.jpg
6243.768215, 4.219796, 44.300990, 1271.067206, 0.534162, -0.149743, 0.238056, image00116.jpg
6304.790020, 5.279425, 45.551308, 1242.526510, 0.446996, -0.179506, 0.419133, image00117.jpg
6359.984636, 7.608075, 48.592359, 1178.483284, 0.414076, -0.229547, 0.352158, image00118.jpg
6371.044159, 7.875660, 49.003174, 1171.188621, 0.419974, -0.214939, 0.334248, image00119.jpg
6401.410818, 8.610381, 50.131170, 1151.159316, 0.436167, -0.174827, 0.285074, image00120.jpg
6416.537285, 8.976366, 50.693056, 1141.182169, 0.444233, -0.154847, 0.260578, image00121.jpg
6486.040831, 10.457726, 52.706586, 1106.034948, 0.255673, 0.128390, 0.208099, image00122.jpg
6512.563705, 10.894392, 53.228261, 1097.504144, 0.246658, 0.166389, 0.180652, image00123.jpg
6530.983925, 11.955579, 54.767111, 1081.392383, 0.220419, 0.160467, 0.170988, image00124.jpg
6570.790291, 12.712666, 56.030247, 1070.478421, 0.139354, 0.169639, 0.165271, image00125.jpg
6588.413000, 13.205543, 56.708778, 1067.949596, 0.108063, 0.170920, 0.170257, image00126.jpg
6621.201038, 13.891653, 57.594057, 1066.156010, 0.094033, 0.145945, 0.167733, image00127.jpg
6642.759323, 14.342774, 58.176131, 1064.976719, 0.084808, 0.129524, 0.166074, image00128.jpg
6688.261747, 15.294940, 59.404698, 1062.487626, 0.065337, 0.094865, 0.162572, image00129.jpg
6704.232693, 15.629142, 59.835914, 1061.613977, 0.058502, 0.082700, 0.161342, image00130.jpg
6738.252878, 16.341036, 60.754460, 1059.752990, 0.043945, 0.056787, 0.158724, image00131.jpg
6759.113312, 16.777553, 61.317693, 1058.611873, 0.035018, 0.040897, 0.157118, image00132.jpg
6797.038078, 17.768641, 62.363351, 1061.030921, -0.034446, -0.022710, 0.136854, image00133.jpg
6835.612535, 18.811893, 63.003677, 1068.228627, -0.065703, -0.131830, 0.104977, image00134.jpg
6865.458727, 19.618219, 63.311248, 1074.678508, -0.064436, -0.238605, 0.149659, image00135.jpg
6895.006180, 20.559432, 63.782382, 1081.669727, -0.101090, -0.239718, 0.092802, image00136.jpg
6930.739403, 21.285398, 63.956468, 1086.759360, -0.161977, -0.260028, 0.072216, image00137.jpg
6957.640886, 22.423835, 63.883284, 1096.360319, -0.085205, -0.281250, 0.112111, image00138.jpg
7006.418228, 24.751122, 63.659108, 1111.666599, 0.006923, -0.329674, 0.043061, image00139.jpg
7052.751541, 27.087654, 63.370847, 1127.443072, -0.131231, -0.415784, 0.137122, image00140.jpg
7065.023184, 27.657310, 63.302173, 1130.696923, -0.182704, -0.393233, 0.046653, image00141.jpg
7096.752167, 27.970671, 63.153241, 1133.039301, -0.196278, -0.409193, -0.009078, image00142.jpg
7131.357431, 30.208905, 62.365496, 1145.593359, -0.035452, -0.399216, 0.003897, image00143.jpg
7194.748878, 33.743651, 61.326814, 1164.400106, -0.140147, -0.466465, 0.031292, image00144.jpg
7203.945398, 36.840662, 60.099462, 1180.082135, -0.189131, -0.392329, -0.013765, image00145.jpg
7227.915287, 37.824598, 59.702870, 1184.225215, -0.137744, -0.396043, -0.000427, image00146.jpg
7267.237425, 39.973360, 58.918725, 1194.574062, -0.037146, -0.427659, -0.011173, image00147.jpg
7307.425737, 44.361808, 57.212131, 1212.673665, -0.115783, -0.437084, -0.027468, image00148.jpg
7335.416079, 45.036481, 56.992715, 1214.976766, -0.133841, -0.423738, -0.030644, image00149.jpg
7381.798744, 49.705427, 55.019723, 1233.110209, -0.018258, -0.454846, -0.049454, image00150.jpg
7407.504797, 55.317316, 52.603244, 1251.655657, 0.053822, -0.519714, -0.026185, image00151.jpg
7435.091496, 55.924435, 52.370568, 1253.597329, 0.051427, -0.523239, -0.023295, image00152.jpg
